156	80	13
157	80	13
158	80	13
159	80	13
160	80	13
161	80	13
162	80	13
163	80	13
163	80	14
164	80	14
165	80	14
166	80	14
167	80	14
168	80	14
169	80	14
170	80	14
171	80	14
172	80	14
173	80	14
174	80	14
175	80	14
176	80	14
177	80	14
178	80	14
179	80	14
180	80	14
181	80	14
182	80	14
182	81	14
182	81	15
183	81	15
184	81	15
185	81	15
186	81	15
187	81	15
187	82	15
187	82	16
188	82	16
189	82	16
190	82	16
191	82	16
192	82	16
192	83	16
193	83	16
194	83	16
195	83	16
195	84	16
196	84	16
197	84	16
198	84	16
198	85	16
199	85	16
200	85	16
200	86	16
200	87	16
201	87	16
202	87	16
202	87	17
203	87	17
203	88	17
204	88	17
204	88	18
205	88	18
206	88	18
207	88	18
208	88	18
209	88	18
209	89	18
209	90	18
210	90	18
211	90	18
212	90	18
213	90	18
213	91	18
214	91	18
215	91	18
216	91	18
216	92	18
217	92	18
217	93	18
217	94	18
217	95	18
218	95	18
219	95	18
220	95	18
221	95	18
222	95	18
222	96	18
223	96	18
223	97	18
224	97	18
225	97	18
225	98	18
225	99	18
226	99	18
227	99	18
228	99	18
228	100	18
229	100	18
230	100	18
231	100	18
232	100	18
233	100	18
234	100	18
234	101	18
234	102	18
235	102	18
235	103	18
236	103	18
237	103	18
237	104	18
238	104	18
239	104	18
239	105	18
240	105	18
240	106	18
240	107	18
240	108	18
241	108	18
242	108	18
243	108	18
243	109	18
244	109	18
245	109	18
246	109	18
247	109	18
248	109	18
249	109	18
250	109	18
251	109	18
252	109	18
253	109	18
254	109	18
255	109	18
255	109	19
255	110	19
255	111	19
256	111	19
257	111	19
258	111	19
259	111	19
260	111	19
261	111	19
262	111	19
263	111	19
264	111	19
265	111	19
266	111	19
267	111	19
267	112	19
267	113	19
268	113	19
269	113	19
269	113	20
269	114	20
270	114	20
271	114	20
271	115	20
271	116	20
272	116	20
273	116	20
274	116	20
275	116	20
276	116	20
276	117	20
277	117	20
278	117	20
278	117	21
279	117	21
280	117	21
281	117	21
281	118	21
281	119	21
282	119	21
283	119	21
284	119	21
285	119	21
286	119	21
287	119	21
288	119	21
288	120	21
289	120	21
290	120	21
290	121	21
291	121	21
291	122	21
292	122	21
293	122	21
294	122	21
294	123	21
295	123	21
295	124	21
295	125	21
295	126	21
296	126	21
297	126	21
298	126	21
298	127	21
298	128	21
298	129	21
299	129	21
299	130	21
300	130	21
301	130	21
302	130	21
303	130	21
304	130	21
305	130	21
305	131	21
306	131	21
307	131	21
308	131	21
308	132	21
309	132	21
309	133	21
310	133	21
310	134	21
311	134	21
311	135	21
312	135	21
312	136	21
313	136	21
314	136	21
315	136	21
316	136	21
317	136	21
318	136	21
319	136	21
320	136	21
320	137	21
321	137	21
322	137	21
323	137	21
323	138	21
324	138	21
324	139	21
324	140	21
325	140	21
326	140	21
327	140	21
328	140	21
329	140	21
330	140	21
331	140	21
332	140	21
333	140	21
334	140	21
335	140	21
335	141	21
336	141	21
337	141	21
338	141	21
338	142	21
339	142	21
339	143	21
340	143	21
341	143	21
342	143	21
343	143	21
344	143	21
345	143	21
345	144	21
346	144	21
346	145	21
347	145	21
348	145	21
348	146	21
349	146	21
350	146	21
350	147	21
351	147	21
351	148	21
351	149	21
352	149	21
352	149	22
353	149	22
354	149	22
355	149	22
355	150	22
356	150	22
357	150	22
357	151	22
358	151	22
359	151	22
360	151	22
361	151	22
362	151	22
363	151	22
364	151	22
365	151	22
366	151	22
367	151	22
368	151	22
369	151	22
369	152	22
370	152	22
371	152	22
372	152	22
372	152	23
372	153	23
372	153	24
373	153	24
374	153	24
374	154	24
375	154	24
375	155	24
375	155	25
376	155	25
376	155	26
377	155	26
378	155	26
379	155	26
379	156	26
379	157	26
380	157	26
380	158	26
380	159	26
381	159	26
381	160	26
382	160	26
383	160	26
383	161	26
384	161	26
384	162	26
385	162	26
385	162	27
386	162	27
387	162	27
387	163	27
388	163	27
389	163	27
390	163	27
391	163	27
391	164	27
392	164	27
393	164	27
394	164	27
395	164	27
395	165	27
396	165	27
397	165	27
398	165	27
399	165	27
400	165	27
400	166	27
400	167	27
400	168	27
400	169	27
401	169	27
401	170	27
401	170	28
402	170	28
403	170	28
404	170	28
405	170	28
405	171	28
406	171	28
407	171	28
408	171	28
409	171	28
409	172	28
409	173	28
410	173	28
411	173	28
412	173	28
412	174	28
413	174	28
413	175	28
414	175	28
414	176	28
415	176	28
415	177	28
416	177	28
417	177	28
418	177	28
419	177	28
419	178	28
419	179	28
420	179	28
421	179	28
422	179	28
423	179	28
424	179	28
425	179	28
425	180	28
426	180	28
426	181	28
427	181	28
427	182	28
428	182	28
429	182	28
430	182	28
430	182	29
431	182	29
432	182	29
433	182	29
434	182	29
435	182	29
436	182	29
437	182	29
438	182	29
439	182	29
440	182	29
441	182	29
442	182	29
443	182	29
444	182	29
445	182	29
446	182	29
447	182	29
447	183	29
447	184	29
448	184	29
449	184	29
449	185	29
449	186	29
450	186	29
451	186	29
451	187	29
451	187	30
452	187	30
452	188	30
453	188	30
454	188	30
455	188	30
456	188	30
457	188	30
458	188	30
459	188	30
460	188	30
461	188	30
462	188	30
463	188	30
464	188	30
465	188	30
466	188	30
466	188	31
466	189	31
467	189	31
468	189	31
468	190	31
468	191	31
469	191	31
470	191	31
470	192	31
471	192	31
472	192	31
473	192	31
473	193	31
473	194	31
474	194	31
475	194	31
476	194	31
477	194	31
477	195	31
478	195	31
479	195	31
479	196	31
480	196	31
481	196	31
482	196	31
483	196	31
484	196	31
485	196	31
485	197	31
486	197	31
487	197	31
487	198	31
487	199	31
487	200	31
488	200	31
489	200	31
490	200	31
490	201	31
491	201	31
492	201	31
493	201	31
494	201	31
494	202	31
495	202	31
496	202	31
497	202	31
498	202	31
498	203	31
499	203	31
500	203	31
501	203	31
501	204	31
502	204	31
503	204	31
503	205	31
504	205	31
505	205	31
505	206	31
505	207	31
505	208	31
505	209	31
506	209	31
507	209	31
508	209	31
509	209	31
510	209	31
511	209	31
511	210	31
512	210	31
513	210	31
514	210	31
515	210	31
516	210	31
517	210	31
517	211	31
517	211	32
518	211	32
519	211	32
519	211	33
520	211	33
521	211	33
522	211	33
522	212	33
523	212	33
523	213	33
524	213	33
525	213	33
525	213	34
525	214	34
526	214	34
527	214	34
528	214	34
528	215	34
529	215	34
530	215	34
530	216	34
530	217	34
530	218	34
531	218	34
532	218	34
532	219	34
532	220	34
532	221	34
533	221	34
533	222	34
534	222	34
535	222	34
536	222	34
537	222	34
537	223	34
537	224	34
537	225	34
538	225	34
539	225	34
539	226	34
540	226	34
540	226	35
540	227	35
540	228	35
541	228	35
542	228	35
542	229	35
543	229	35
543	230	35
544	230	35
545	230	35
546	230	35
547	230	35
547	231	35
547	232	35
548	232	35
548	233	35
549	233	35
549	234	35
550	234	35
550	235	35
551	235	35
552	235	35
553	235	35
554	235	35
554	236	35
555	236	35
556	236	35
556	237	35
557	237	35
558	237	35
558	238	35
558	239	35
559	239	35
559	240	35
559	241	35
559	241	36
560	241	36
561	241	36
561	242	36
561	243	36
561	244	36
562	244	36
563	244	36
564	244	36
564	245	36
564	246	36
565	246	36
565	246	37
566	246	37
566	247	37
567	247	37
567	247	38
568	247	38
569	247	38
570	247	38
571	247	38
572	247	38
573	247	38
574	247	38
575	247	38
576	247	38
577	247	38
577	247	39
578	247	39
579	247	39
580	247	39
581	247	39
582	247	39
583	247	39
583	248	39
583	248	40
584	248	40
585	248	40
585	249	40
585	250	40
585	250	41
586	250	41
587	250	41
588	250	41
589	250	41
590	250	41
590	251	41
591	251	41
591	252	41
592	252	41
592	253	41
592	254	41
593	254	41
594	254	41
595	254	41
596	254	41
596	255	41
597	255	41
597	256	41
598	256	41
599	256	41
600	256	41
601	256	41
602	256	41
602	257	41
603	257	41
604	257	41
605	257	41
605	258	41
606	258	41
607	258	41
607	259	41
607	260	41
607	261	41
608	261	41
608	262	41
609	262	41
610	262	41
611	262	41
612	262	41
613	262	41
614	262	41
614	263	41
615	263	41
616	263	41
616	264	41
616	265	41
616	266	41
617	266	41
617	267	41
617	268	41
618	268	41
619	268	41
620	268	41
620	269	41
620	270	41
620	271	41
621	271	41
622	271	41
623	271	41
624	271	41
625	271	41
626	271	41
627	271	41
628	271	41
629	271	41
630	271	41
630	272	41
631	272	41
631	273	41
632	273	41
633	273	41
633	273	42
634	273	42
635	273	42
635	274	42
636	274	42
636	275	42
637	275	42
638	275	42
639	275	42
640	275	42
640	275	43
641	275	43
642	275	43
642	276	43
642	277	43
643	277	43
644	277	43
645	277	43
645	277	44
645	278	44
646	278	44
647	278	44
647	279	44
647	280	44
648	280	44
649	280	44
650	280	44
651	280	44
651	281	44
652	281	44
653	281	44
654	281	44
655	281	44
656	281	44
656	282	44
656	283	44
656	284	44
657	284	44
658	284	44
659	284	44
660	284	44
661	284	44
662	284	44
663	284	44
664	284	44
664	285	44
664	286	44
